individual_id,timestamp,lat,lon,source,heading_deg,step_km,speed_kmh,declination_deg,inclination_deg,intensity_nt
gbif-6163144251,2026-02-16T17:53:26,40.929097,-112.175076,gbif,,0.0,0.0,,,
gbif-6163146465,2026-02-15T10:31,41.035542,-112.208686,gbif,,0.0,0.0,,,
gbif-6163152097,2026-02-07T11:59,43.659806,-110.657459,gbif,,0.0,0.0,,,
gbif-6163153825,2026-01-30T14:18,44.535942,-110.817017,gbif,,0.0,0.0,,,
gbif-6163180527,2026-02-16T14:28:52,40.924865,-112.168507,gbif,,0.0,0.0,,,
gbif-6163209290,2026-02-16T16:18:40,41.04227,-112.250442,gbif,,0.0,0.0,,,
gbif-6163324283,2026-02-16T14:12:09,40.925562,-112.168334,gbif,,0.0,0.0,,,
gbif-6163333795,2026-02-19T09:35:12,34.474231,-101.304605,gbif,,0.0,0.0,,,
gbif-6163334859,2026-02-14T09:01:12,34.40919,-101.05075,gbif,,0.0,0.0,,,
gbif-6163339656,2026-02-19T09:32:44,34.474231,-101.304605,gbif,,0.0,0.0,,,
gbif-6163363497,2026-02-16T14:16:25,40.925512,-112.168365,gbif,,0.0,0.0,,,
gbif-6163368090,2026-02-16T13:28:50,41.025394,-112.258018,gbif,,0.0,0.0,,,
gbif-6163374791,2026-02-19T09:26:27,34.436991,-101.059862,gbif,,0.0,0.0,,,
gbif-6163383194,2026-02-19T09:25:45,34.436991,-101.059862,gbif,,0.0,0.0,,,
gbif-6163413577,2026-02-16T10:44,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6170814857,2026-02-27T15:57,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6170869624,2026-02-23T16:24:49,44.456456,-110.832881,gbif,,0.0,0.0,,,
gbif-6170881712,2026-02-21T10:33,44.918993,-110.416137,gbif,,0.0,0.0,,,
gbif-6170889124,2026-02-24T08:42:04,43.865313,-102.343869,gbif,,0.0,0.0,,,
gbif-6170915962,2026-02-27T17:56,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6170947342,2026-02-27T17:45,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6170957235,2026-02-27T17:56,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6170957949,2026-02-25T08:50:05,44.456269,-110.833308,gbif,,0.0,0.0,,,
gbif-6170993781,2026-02-27T17:54,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6171013660,2026-02-28T07:24,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6171025120,2026-02-23T16:35:30,41.027547,-112.202613,gbif,,0.0,0.0,,,
gbif-6171033910,2026-03-01T16:10:23,40.984126,-112.24681,gbif,,0.0,0.0,,,
gbif-6171158402,2026-02-28T07:25,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6171192650,2026-02-28T07:28,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6171240073,2026-02-19T16:10:26,40.973601,-112.214159,gbif,,0.0,0.0,,,
gbif-6171265350,2026-02-23T16:59:42,41.058014,-112.249345,gbif,,0.0,0.0,,,
gbif-6171314725,2026-02-19T12:01,44.870847,-110.187181,gbif,,0.0,0.0,,,
gbif-6171332937,2026-02-27T17:51,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6171365516,2026-02-27T17:45,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6171412464,2026-02-28T17:35:28,34.425749,-101.044598,gbif,,0.0,0.0,,,
gbif-6178353644,2026-02-27T15:46,41.040117,-112.221114,gbif,,0.0,0.0,,,
gbif-6178356638,2026-02-27T17:54,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6178384663,2026-03-11T15:03,40.959263,-112.195335,gbif,,0.0,0.0,,,
gbif-6178393792,2026-02-20T14:25,44.869101,-110.166603,gbif,,0.0,0.0,,,
gbif-6178417561,2026-02-27T15:45,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6178469227,2026-02-28T07:04,41.037756,-112.257925,gbif,,0.0,0.0,,,
gbif-6178489510,2026-02-27T17:55,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6178512058,2026-02-27T17:55,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6178562876,2026-02-28T07:04,41.037733,-112.257544,gbif,,0.0,0.0,,,
gbif-6178580245,2026-03-04T14:47:14,44.954717,-110.503331,gbif,,0.0,0.0,,,
gbif-6178596768,2026-02-28T08:30,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6178600013,2026-03-07T08:52,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6178638347,2026-02-28T06:32,41.038711,-112.257039,gbif,,0.0,0.0,,,
gbif-6178688289,2026-02-27T15:46,41.040061,-112.221056,gbif,,0.0,0.0,,,
gbif-6178730022,2026-02-27T16:01,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6178740895,2026-02-28T07:28,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6178747479,2026-01-01T17:16:01,34.437825,-101.056105,gbif,,0.0,0.0,,,
gbif-6178804304,2026-03-07T08:52,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6178823077,2026-03-07T08:51,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6178830517,2026-03-13T18:27:32,34.424583,-101.052094,gbif,,0.0,0.0,,,
gbif-6178879268,2026-03-13T17:09:14,44.456831,-110.832192,gbif,,0.0,0.0,,,
gbif-6178888924,2026-02-27T15:46,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6178906883,2026-02-27T17:58,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6178911832,2026-02-28T08:31,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6178916687,2026-02-28T07:26,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6178921533,2026-03-02T16:42:38,44.96488,-110.701272,gbif,,0.0,0.0,,,
gbif-6178942635,2026-02-20T15:14,44.910912,-110.329844,gbif,,0.0,0.0,,,
gbif-6178952404,2026-02-28T07:27,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6178975511,2026-03-05T11:49:19,43.764008,-103.380128,gbif,,0.0,0.0,,,
gbif-6178986201,2026-02-27T16:00,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6179005418,2026-03-16T08:59:29,46.932229,-103.511483,gbif,,0.0,0.0,,,
gbif-6179012560,2026-02-27T17:57,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6179056928,2026-02-28T07:26,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6179077769,2026-03-06T17:38,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6179091104,2026-03-14T16:52:06,40.997975,-112.198114,gbif,,0.0,0.0,,,
gbif-6179094156,2026-03-07T13:59:30,46.96671,-103.47572,gbif,,0.0,0.0,,,
gbif-6179094855,2026-03-07T08:56,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6179210800,2026-02-28T07:27,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6179278543,2026-02-28T09:48,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6179312660,2026-01-08T16:50:17,37.246812,-112.939631,gbif,,0.0,0.0,,,
gbif-6179316405,2026-02-28T07:29,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6179366162,2026-03-06T16:38,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6179369699,2026-03-06T16:40,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6179400629,2026-02-28T09:48,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6179413575,2026-02-28T09:48,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6179427387,2026-03-06T15:33:39,44.456853,-110.832125,gbif,,0.0,0.0,,,
gbif-6179491978,2026-02-27T16:02,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6179501552,2026-03-04T16:30:01,44.912342,-110.327378,gbif,,0.0,0.0,,,
gbif-6179505659,2026-02-20T15:32,44.910187,-110.332174,gbif,,0.0,0.0,,,
gbif-6184717653,2026-03-21T15:18:09,46.931563,-103.51217,gbif,,0.0,0.0,,,
gbif-6184736374,2026-03-07T08:24,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6184739963,2026-03-23T13:52:01,40.989303,-112.193113,gbif,,0.0,0.0,,,
gbif-6184749883,2026-03-06T17:37,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6184814653,2026-03-07T08:23,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6184815632,2026-03-23T17:09,40.982353,-112.189445,gbif,,0.0,0.0,,,
gbif-6184840854,2026-03-23T12:20:48,41.04913,-112.235129,gbif,,0.0,0.0,,,
gbif-6184947709,2026-03-07T08:52,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6184980586,2026-03-27T15:30:37,43.686126,-110.661752,gbif,,0.0,0.0,,,
gbif-6185043748,2026-03-18T11:02:36,34.409167,-101.051342,gbif,,0.0,0.0,,,
gbif-6185056576,2026-03-07T08:53,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6185069822,2026-03-07T07:19,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6185070105,2026-03-26T10:38:59,44.939809,-110.446708,gbif,,0.0,0.0,,,
gbif-6185074215,2026-03-27T09:27:24,35.004508,-111.149497,gbif,,0.0,0.0,,,
gbif-6185086094,2026-03-11T13:03,41.010873,-112.195927,gbif,,0.0,0.0,,,
gbif-6185089178,2026-01-30T15:22:12,41.043622,-112.251853,gbif,,0.0,0.0,,,
gbif-6185090150,2026-03-23T14:07:53,40.98885,-112.19181,gbif,,0.0,0.0,,,
gbif-6185099261,2026-03-20T15:50:08,47.010014,-103.576217,gbif,,0.0,0.0,,,
gbif-6185242874,2026-03-09T12:20:42,41.027817,-112.258621,gbif,,0.0,0.0,,,
gbif-6185298302,2026-02-24T15:12:10,44.662633,-110.9917,gbif,,0.0,0.0,,,
gbif-6185301418,2026-03-06T17:37,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6185345276,2026-03-29T10:47:44,41.03627,-112.243744,gbif,,0.0,0.0,,,
gbif-6185403202,2026-03-07T07:28,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6185430350,2026-03-23T13:16:47,41.054084,-112.242855,gbif,,0.0,0.0,,,
gbif-6185432103,2026-03-26T12:44:02,45.028245,-110.706413,gbif,,0.0,0.0,,,
gbif-6185465110,2026-03-07T08:56,40.958085,-112.214557,gbif,,0.0,0.0,,,
gbif-6185538771,2026-03-14T13:13:27,40.958035,-112.214557,gbif,,0.0,0.0,,,
gbif-6185542580,2026-03-25T10:37:45,47.675945,-102.792375,gbif,,0.0,0.0,,,
gbif-6185613766,2026-03-28T11:29,44.929419,-110.486194,gbif,,0.0,0.0,,,
gbif-6185680418,2026-02-12T12:51:25,40.925395,-112.169117,gbif,,0.0,0.0,,,
gbif-6185730515,2026-03-24T18:39:04,43.562766,-103.480725,gbif,,0.0,0.0,,,
gbif-6185749448,2026-03-17T12:34:20,34.441833,-101.091683,gbif,,0.0,0.0,,,
gbif-6185765221,2026-03-23T16:57:14,40.912315,-112.172397,gbif,,0.0,0.0,,,
gbif-6185783487,2026-03-17T17:29:31,34.437378,-101.055939,gbif,,0.0,0.0,,,
gbif-6185787870,2026-03-23T12:21:09,41.067255,-112.229746,gbif,,0.0,0.0,,,
gbif-6188053216,2026-02-19T12:07:08,40.926304,-112.167846,gbif,,0.0,0.0,,,
gbif-6195829765,2026-02-27T11:04,44.650862,-111.009709,gbif,,0.0,0.0,,,
gbif-6196023509,2026-02-28T17:52,44.953243,-110.6016,gbif,,0.0,0.0,,,
gbif-6235106949,2026-01-30T15:55,43.639215,-110.667565,gbif,,0.0,0.0,,,
gbif-6273448692,2026-02-22T09:25:54,44.754641,-110.985547,gbif,,0.0,0.0,,,
gbif-6273463129,2026-01-19T11:54,34.434338,-101.054925,gbif,,0.0,0.0,,,
gbif-6333988572,2026-02-15T16:22:08,34.439803,-101.056586,gbif,,0.0,0.0,,,
placeholder-00,2026-03-05T12:00:00Z,39.94615,-107.57401,placeholder_deterministic,,0.0,0.0,,,
placeholder-00,2026-03-06T12:00:00Z,40.01068,-107.58331,placeholder_deterministic,353.70098151810464,7.219032396496876,0.30079301652070317,,,
placeholder-00,2026-03-07T12:00:00Z,40.00849,-107.56383,placeholder_deterministic,98.34389682088681,1.6768547093427362,0.06986894622261401,,,
placeholder-00,2026-03-08T12:00:00Z,40.04006,-107.57599,placeholder_deterministic,343.5701246536405,3.6599422680363896,0.15249759450151623,,,
placeholder-00,2026-03-09T12:00:00Z,40.05512,-107.56054,placeholder_deterministic,38.13879082186105,2.1292730729716998,0.08871971137382083,,,
placeholder-00,2026-03-10T12:00:00Z,40.04036,-107.55704,placeholder_deterministic,169.7103975758081,1.6680578530805874,0.06950241054502447,,,
placeholder-00,2026-03-11T12:00:00Z,40.07887,-107.58117,placeholder_deterministic,334.38646672242953,4.749085332317768,0.19787855551324032,,,
placeholder-00,2026-03-12T12:00:00Z,40.07934,-107.614,placeholder_deterministic,271.08245519167735,2.793714282305242,0.11640476176271841,,,
placeholder-00,2026-03-13T12:00:00Z,40.08886,-107.61264,placeholder_deterministic,6.237231051004073,1.0648800627673929,0.04437000261530804,,,
placeholder-00,2026-03-14T12:00:00Z,40.09224,-107.61918,placeholder_deterministic,304.04336443912507,0.6713928824950126,0.027974703437292192,,,
placeholder-00,2026-03-15T12:00:00Z,40.07828,-107.61154,placeholder_deterministic,157.27773446856088,1.6828635853328806,0.07011931605553669,,,
placeholder-00,2026-03-16T12:00:00Z,40.08222,-107.56276,placeholder_deterministic,83.95830152316177,4.173265332941768,0.17388605553924033,,,
placeholder-00,2026-03-17T12:00:00Z,40.11354,-107.6392,placeholder_deterministic,298.19977175111177,7.375807738545903,0.30732532243941263,,,
placeholder-00,2026-03-18T12:00:00Z,40.15381,-107.7001,placeholder_deterministic,310.87593639865145,6.845099225671566,0.28521246773631526,,,
placeholder-00,2026-03-19T12:00:00Z,40.18212,-107.73175,placeholder_deterministic,319.50255604449825,4.140271822004555,0.17251132591685647,,,
placeholder-00,2026-03-20T12:00:00Z,40.19764,-107.76217,placeholder_deterministic,303.7474877542989,3.107259944152838,0.1294691643397016,,,
placeholder-00,2026-03-21T12:00:00Z,40.20999,-107.7674,placeholder_deterministic,342.0786391344853,1.4432996898229042,0.06013748707595434,,,
placeholder-00,2026-03-22T12:00:00Z,40.2446,-107.78519,placeholder_deterministic,338.57855621307704,4.134201787548617,0.1722584078145257,,,
placeholder-00,2026-03-23T12:00:00Z,40.24163,-107.77285,placeholder_deterministic,107.49669400237235,1.0982046247643935,0.04575852603184973,,,
placeholder-00,2026-03-24T12:00:00Z,40.27522,-107.73326,placeholder_deterministic,41.95708804415398,5.023611440040624,0.20931714333502602,,,
placeholder-00,2026-03-25T12:00:00Z,40.26904,-107.71877,placeholder_deterministic,119.20014190765443,1.4083581168702257,0.05868158820292607,,,
placeholder-00,2026-03-26T12:00:00Z,40.26989,-107.67591,placeholder_deterministic,88.4972679600375,3.637606145643379,0.1515669227351408,,,
placeholder-00,2026-03-27T12:00:00Z,40.30045,-107.6909,placeholder_deterministic,339.4900569327932,3.6282117299612886,0.15117548874838702,,,
placeholder-00,2026-03-28T12:00:00Z,40.29579,-107.67815,placeholder_deterministic,115.60018955361642,1.1990373814019626,0.04995989089174844,,,
placeholder-00,2026-03-29T12:00:00Z,40.29496,-107.66569,placeholder_deterministic,94.98730522290907,1.0607633039808142,0.044198470999200594,,,
placeholder-00,2026-03-30T12:00:00Z,40.30103,-107.68454,placeholder_deterministic,292.896063306938,1.7352648259813515,0.0723027010825563,,,
placeholder-00,2026-03-31T12:00:00Z,40.28587,-107.74091,placeholder_deterministic,250.59594895360493,5.069394545979362,0.2112247727491401,,,
placeholder-00,2026-04-01T12:00:00Z,40.24762,-107.72504,placeholder_deterministic,162.42769365134723,4.461262571574744,0.185885940482281,,,
placeholder-00,2026-04-02T12:00:00Z,40.27417,-107.72116,placeholder_deterministic,6.362098563876202,2.9705266745488053,0.12377194477286689,,,
placeholder-00,2026-04-03T12:00:00Z,40.24233,-107.7494,placeholder_deterministic,214.1014215864914,4.275200747550818,0.17813336448128406,,,
placeholder-00,2026-04-04T12:00:00Z,40.24409,-107.74159,placeholder_deterministic,73.54926910674203,0.691167569083706,0.028798648711821084,,,
placeholder-00,2026-04-05T12:00:00Z,40.20634,-107.71292,placeholder_deterministic,149.88281666198463,4.852266254323424,0.20217776059680934,,,
placeholder-00,2026-04-06T12:00:00Z,40.21383,-107.75122,placeholder_deterministic,284.37582948664874,3.3572880703270562,0.13988700293029402,,,
placeholder-00,2026-04-07T12:00:00Z,40.23551,-107.69471,placeholder_deterministic,63.303359813195016,5.369269562179223,0.22371956509080096,,,
placeholder-00,2026-04-08T12:00:00Z,40.24508,-107.67016,placeholder_deterministic,62.939980007589895,2.3397857586963657,0.09749107327901524,,,
placeholder-00,2026-04-09T12:00:00Z,40.22033,-107.60204,placeholder_deterministic,115.42864904174121,6.404141363416886,0.2668392234757036,,,
placeholder-00,2026-04-10T12:00:00Z,40.21172,-107.58392,placeholder_deterministic,121.8864047671359,1.8121249479078294,0.07550520616282623,,,
placeholder-00,2026-04-11T12:00:00Z,40.21096,-107.57346,placeholder_deterministic,95.43155987571151,0.8922328680615733,0.03717636950256555,,,
placeholder-00,2026-04-12T12:00:00Z,40.1895,-107.5525,placeholder_deterministic,143.27038148342285,2.977083400179203,0.12404514167413346,,,
placeholder-00,2026-04-13T12:00:00Z,40.1939,-107.50199,placeholder_deterministic,83.47798266219058,4.318158202782357,0.17992325844926485,,,
placeholder-00,2026-04-14T12:00:00Z,40.18007,-107.47548,placeholder_deterministic,124.32028305415366,2.7269231635895324,0.11362179848289718,,,
placeholder-00,2026-04-15T12:00:00Z,40.1961,-107.45545,placeholder_deterministic,43.66161531793955,2.4641595840614405,0.10267331600256002,,,
placeholder-00,2026-04-16T12:00:00Z,40.19544,-107.41148,placeholder_deterministic,91.11158092426439,3.7353367450839583,0.15563903104516494,,,
placeholder-00,2026-04-17T12:00:00Z,40.19552,-107.40597,placeholder_deterministic,88.9092858718708,0.46808137223183144,0.019503390509659643,,,
placeholder-00,2026-04-18T12:00:00Z,40.20451,-107.37376,placeholder_deterministic,69.91631844445601,2.912525708400993,0.12135523785004138,,,
placeholder-00,2026-04-19T12:00:00Z,40.24434,-107.40812,placeholder_deterministic,326.63964786223374,5.303288961491395,0.2209703733954748,,,
placeholder-00,2026-04-20T12:00:00Z,40.25611,-107.38325,placeholder_deterministic,58.18988642086248,2.4834866353118934,0.10347860980466222,,,
placeholder-00,2026-04-21T12:00:00Z,40.26093,-107.39591,placeholder_deterministic,296.5185765104889,1.2005615078827856,0.05002339616178273,,,
placeholder-00,2026-04-22T12:00:00Z,40.25701,-107.41923,placeholder_deterministic,257.58528163834023,2.0262874163511486,0.08442864234796453,,,
placeholder-00,2026-04-23T12:00:00Z,40.25472,-107.39386,placeholder_deterministic,96.73716823673999,2.167910225445198,0.09032959272688325,,,
placeholder-00,2026-04-24T12:00:00Z,40.22757,-107.3834,placeholder_deterministic,163.60870867484482,3.14678505865512,0.13111604411063,,,
placeholder-00,2026-04-25T12:00:00Z,40.18371,-107.36454,placeholder_deterministic,161.81329472597224,5.133274535409519,0.2138864389753966,,,
placeholder-00,2026-04-26T12:00:00Z,40.18437,-107.36554,placeholder_deterministic,310.824113689421,0.11226057261782985,0.004677523859076244,,,
placeholder-00,2026-04-27T12:00:00Z,40.19027,-107.35581,placeholder_deterministic,51.556275397063814,1.0552471646654005,0.04396863186105835,,,
placeholder-00,2026-04-28T12:00:00Z,40.179,-107.33851,placeholder_deterministic,130.44902102429154,1.9313798231777937,0.08047415929907474,,,
placeholder-00,2026-04-29T12:00:00Z,40.16696,-107.33507,placeholder_deterministic,167.68362462698678,1.3703196427485926,0.05709665178119136,,,
placeholder-00,2026-04-30T12:00:00Z,40.1936,-107.3227,placeholder_deterministic,19.52884624122612,3.143119256074483,0.1309633023364368,,,
placeholder-00,2026-05-01T12:00:00Z,40.19115,-107.33772,placeholder_deterministic,257.95119739530617,1.3045579568943908,0.05435658153726628,,,
placeholder-00,2026-05-02T12:00:00Z,40.16838,-107.34533,placeholder_deterministic,194.32660450948833,2.6131472031297793,0.1088811334637408,,,
placeholder-00,2026-05-03T12:00:00Z,40.14015,-107.36964,placeholder_deterministic,213.35992223414797,3.7579347673638552,0.1565806153068273,,,
